ALIMENTADOR;ACCID.DEP;PROG.DEP;PROD.DEP;TOTAL DEP;ACCID.FEP;PROG.FEP;PROD.FEP;TOTAL FEP;ACCID.PENF;PROG.PENF;PROD.PENF;TOTAL PENEF;MES;año;SECCION;DEPARTAMENTO;PERIODO;axuMES;LOCAL
NAR4;0,0560;0,0000;0,0000;0,0560;0,1153;0,0000;0,0000;0,1153;19.642.314;0;0;19.642.314;FEBRERO;2.024;SANTA RITA;ALTO PARANÁ;202402;02;NAR
NAR5;0,0322;0,0000;0,0000;0,0322;0,0265;0,0000;0,0000;0,0265;11.300.498;0;0;11.300.498;FEBRERO;2.024;SANTA RITA;ALTO PARANÁ;202402;02;NAR
NAR6;0,0634;0,0000;0,0000;0,0634;0,0709;0,0000;0,0000;0,0709;22.234.035;0;0;22.234.035;FEBRERO;2.024;SANTA RITA;ALTO PARANÁ;202402;02;NAR
NAR8;0,0112;0,0000;0,0000;0,0112;0,0044;0,0000;0,0000;0,0044;3.929.028;0;0;3.929.028;FEBRERO;2.024;SANTA RITA;ALTO PARANÁ;202402;02;NAR
PBU1;0,0145;0,0000;0,0000;0,0145;0,0158;0,0000;0,0000;0,0158;5.093.774;0;0;5.093.774;FEBRERO;2.024;SANTA RITA;ALTO PARANÁ;202402;02;PBU
PBU2;0,0077;0,0003;0,0000;0,0081;0,0062;0,0021;0,0000;0,0083;2.707.325;121.405;0;2.828.730;FEBRERO;2.024;SANTA RITA;ALTO PARANÁ;202402;02;PBU
PBU3;0,0524;0,0000;0,0000;0,0524;0,0174;0,0000;0,0000;0,0174;18.377.108;0;0;18.377.108;FEBRERO;2.024;SANTA RITA;ALTO PARANÁ;202402;02;PBU
PBU4;0,0495;0,0000;0,0000;0,0495;0,0287;0,0000;0,0000;0,0287;17.367.875;0;0;17.367.875;FEBRERO;2.024;SANTA RITA;ALTO PARANÁ;202402;02;PBU
PBU5;0,0131;0,0009;0,0000;0,0141;0,0448;0,0035;0,0000;0,0483;4.597.792;330.914;0;4.928.706;FEBRERO;2.024;SANTA RITA;ALTO PARANÁ;202402;02;PBU
PFO1;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;FEBRERO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202402;02;PFO
PFO10;0,0185;0,0000;0,0000;0,0185;0,0712;0,0000;0,0000;0,0712;6.489.829;0;0;6.489.829;FEBRERO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202402;02;PFO
PFO11;0,0447;0,0000;0,0000;0,0447;0,0619;0,0000;0,0000;0,0619;15.663.408;0;0;15.663.408;FEBRERO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202402;02;PFO
PFO12;0,0045;0,0000;0,0000;0,0045;0,0035;0,0000;0,0000;0,0035;1.588.023;0;0;1.588.023;FEBRERO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202402;02;PFO
PFO14;0,0104;0,0000;0,0000;0,0104;0,0241;0,0000;0,0000;0,0241;3.645.095;0;0;3.645.095;FEBRERO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202402;02;PFO
PFO15;0,0010;0,0000;0,0000;0,0010;0,0026;0,0000;0,0000;0,0026;337.720;0;0;337.720;FEBRERO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202402;02;PFO
PFO16;0,0114;0,0000;0,0000;0,0114;0,0187;0,0000;0,0000;0,0187;4.001.008;0;0;4.001.008;FEBRERO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202402;02;PFO
PFO17;0,1737;0,0000;0,0000;0,1737;0,0230;0,0000;0,0000;0,0230;60.909.346;0;0;60.909.346;FEBRERO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202402;02;PFO
PFO2;0,0208;0,0000;0,0000;0,0208;0,0408;0,0000;0,0000;0,0408;7.287.501;0;0;7.287.501;FEBRERO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202402;02;PFO
PFO3;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;FEBRERO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202402;02;PFO
PFO4;0,0451;0,0000;0,0000;0,0451;0,0476;0,0000;0,0000;0,0476;15.832.624;0;0;15.832.624;FEBRERO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202402;02;PFO
PFO5;0,0417;0,0000;0,0000;0,0417;0,0139;0,0000;0,0000;0,0139;14.609.011;0;0;14.609.011;FEBRERO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202402;02;PFO
PFO6;0,0123;0,0000;0,0000;0,0123;0,0150;0,0000;0,0000;0,0150;4.314.345;0;0;4.314.345;FEBRERO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202402;02;PFO
PFO7;0,0002;0,0000;0,0000;0,0002;0,0011;0,0000;0,0000;0,0011;81.013;0;0;81.013;FEBRERO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202402;02;PFO
PFO8;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;FEBRERO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202402;02;PFO
PFO9;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;FEBRERO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202402;02;PFO
PIH1;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;FEBRERO;2.024;HERNANDARIAS;ALTO PARANÁ;202402;02;PIH
PIH2;0,0030;0,0000;0,0000;0,0030;0,0053;0,0000;0,0000;0,0053;1.052.509;0;0;1.052.509;FEBRERO;2.024;HERNANDARIAS;ALTO PARANÁ;202402;02;PIH
PIH3;0,1193;0,0087;0,0000;0,1280;0,0796;0,0022;0,0000;0,0818;41.833.525;3.047.582;0;44.881.107;FEBRERO;2.024;HERNANDARIAS;ALTO PARANÁ;202402;02;PIH
PIH4;0,0111;0,0000;0,0000;0,0111;0,0163;0,0000;0,0000;0,0163;3.897.659;0;0;3.897.659;FEBRERO;2.024;HERNANDARIAS;ALTO PARANÁ;202402;02;PIH
PIH5;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;FEBRERO;2.024;HERNANDARIAS;ALTO PARANÁ;202402;02;PIH
PIH6;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;FEBRERO;2.024;HERNANDARIAS;ALTO PARANÁ;202402;02;PIH
SGA1;0,0671;0,0000;0,0000;0,0671;0,0678;0,0000;0,0000;0,0678;23.548.050;0;0;23.548.050;FEBRERO;2.024;SALTOS DEL GUAIRA;CANINDEYU;202402;02;SGA
SGA2;0,0611;0,0000;0,0000;0,0611;0,0752;0,0000;0,0000;0,0752;21.440.852;0;0;21.440.852;FEBRERO;2.024;SALTOS DEL GUAIRA;CANINDEYU;202402;02;SGA
SGA3;0,0437;0,0117;0,0000;0,0555;0,0470;0,0067;0,0000;0,0537;15.333.428;4.117.672;0;19.451.100;FEBRERO;2.024;SALTOS DEL GUAIRA;CANINDEYU;202402;02;SGA
SGA4;0,0003;0,0000;0,0000;0,0003;0,0010;0,0000;0,0000;0,0010;104.438;0;0;104.438;FEBRERO;2.024;SALTOS DEL GUAIRA;CANINDEYU;202402;02;SGA
SGA5;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;FEBRERO;2.024;SALTOS DEL GUAIRA;CANINDEYU;202402;02;SGA
SGA6;0,0073;0,0149;0,0000;0,0222;0,0248;0,0083;0,0000;0,0331;2.563.487;5.223.710;0;7.787.197;FEBRERO;2.024;SALTOS DEL GUAIRA;CANINDEYU;202402;02;SGA
SRI1;0,0222;0,0000;0,0000;0,0222;0,0603;0,0000;0,0000;0,0603;7.774.443;0;0;7.774.443;FEBRERO;2.024;SANTA RITA;ALTO PARANÁ;202402;02;SRI
SRI2;0,0176;0,0443;0,0000;0,0619;0,0435;0,0156;0,0000;0,0591;6.164.789;15.542.376;0;21.707.165;FEBRERO;2.024;SANTA RITA;ALTO PARANÁ;202402;02;SRI
SRI3;0,0001;0,0000;0,0000;0,0001;0,0004;0,0000;0,0000;0,0004;28.873;0;0;28.873;FEBRERO;2.024;SANTA RITA;ALTO PARANÁ;202402;02;SRI
SRI4;0,0035;0,0000;0,0000;0,0035;0,0164;0,0000;0,0000;0,0164;1.217.739;0;0;1.217.739;FEBRERO;2.024;SANTA RITA;ALTO PARANÁ;202402;02;SRI
ACY1;0,0795;0,0000;0,0000;0,0795;0,0479;0,0000;0,0000;0,0479;27.897.752;0;0;27.897.752;MARZO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202403;03;ACY
ACY2;0,0100;0,0000;0,0000;0,00996;0,0308;0,0000;0,0000;0,0308;3.491.563;0;0;3.491.563;MARZO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202403;03;ACY
ACY3;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;MARZO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202403;03;ACY
ACY4;0,0140;0,0000;0,0000;0,0140;0,0173;0,0000;0,0000;0,0173;4.895.216;0;0;4.895.216;MARZO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202403;03;ACY
ACY5;0,0878;0,0000;0,0018;0,0896;0,0412;0,0000;0,0137;0,0549;30.797.193;0;641.608;31.438.801;MARZO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202403;03;ACY
ACY6;0,0481;0,0000;0,0013;0,0494;0,0096;0,0000;0,0096;0,0193;16.879.451;0;450.119;17.329.570;MARZO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202403;03;ACY
ACY7;0,0126;0,0000;0,0004;0,0130;0,0088;0,0000;0,0029;0,0118;4.416.905;0;137.491;4.554.396;MARZO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202403;03;ACY
ACY8;0,0603;0,0000;0,0022;0,0625;0,0214;0,0000;0,0165;0,0379;21.135.845;0;770.803;21.906.648;MARZO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202403;03;ACY
ACY9;0,0068;0,0000;0,0009;0,0077;0,0207;0,0000;0,0069;0,0276;2.383.624;0;323.203;2.706.828;MARZO;2.024;HERNANDARIAS;ALTO PARANÁ;202403;03;ACY
APR10;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;MARZO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202403;03;APR
APR11;0,0098;0,0014;0,0000;0,0113;0,0131;0,0096;0,0000;0,0227;3.452.868;504.620;0;3.957.488;MARZO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202403;03;APR
APR12;0,0051;0,0000;0,0000;0,0051;0,0247;0,0000;0,0000;0,0247;1.804.486;0;0;1.804.486;MARZO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202403;03;APR
APR13;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;MARZO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202403;03;APR
APR14;0,0208;0,0000;0,0000;0,0208;0,0272;0,0000;0,0000;0,0272;7.287.522;0;0;7.287.522;MARZO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202403;03;APR
APR2;0,0152;0,0000;0,0000;0,0152;0,0196;0,0000;0,0000;0,0196;5.314.468;0;0;5.314.468;MARZO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202403;03;APR
APR3;0,0023;0,0082;0,0000;0,0105;0,0078;0,0090;0,0000;0,0168;816.017;2.865.636;0;3.681.653;MARZO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202403;03;APR
APR4;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;MARZO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202403;03;APR
APR5;0,0034;0,0000;0,0000;0,0034;0,0106;0,0000;0,0000;0,0106;1.181.036;0;0;1.181.036;MARZO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202403;03;APR
APR6;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;MARZO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202403;03;APR
APR8;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;MARZO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202403;03;APR
APR9;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;MARZO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202403;03;APR
CAT1;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;MARZO;2.024;CATUETE;CANINDEYU;202403;03;CAT
CAT10;0,0429;0,0070;0,0000;0,0499;0,0342;0,0086;0,0000;0,0428;15.044.945;2.449.177;0;17.494.122;MARZO;2.024;CATUETE;CANINDEYU;202403;03;CAT
CAT11;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;MARZO;2.024;CATUETE;CANINDEYU;202403;03;CAT
CAT2;0,0030;0,0000;0,0000;0,0030;0,0028;0,0000;0,0000;0,0028;1.061.872;0;0;1.061.872;MARZO;2.024;CATUETE;CANINDEYU;202403;03;CAT
CAT3;0,0173;0,0000;0,0000;0,0173;0,0109;0,0000;0,0000;0,0109;6.067.234;0;0;6.067.234;MARZO;2.024;CATUETE;CANINDEYU;202403;03;CAT
CAT4;0,0031;0,0000;0,0000;0,0031;0,0051;0,0000;0,0000;0,0051;1.095.091;0;0;1.095.091;MARZO;2.024;CATUETE;CANINDEYU;202403;03;CAT
CAT5;0,0063;0,0000;0,0000;0,0063;0,0096;0,0000;0,0000;0,0096;2.213.636;0;0;2.213.636;MARZO;2.024;CATUETE;CANINDEYU;202403;03;CAT
CAT6;0,0220;0,0000;0,0000;0,0220;0,0346;0,0000;0,0000;0,0346;7.731.050;0;0;7.731.050;MARZO;2.024;CATUETE;CANINDEYU;202403;03;CAT
CAT7;0,0435;0,0000;0,0000;0,0435;0,0444;0,0000;0,0000;0,0444;15.269.061;0;0;15.269.061;MARZO;2.024;CATUETE;CANINDEYU;202403;03;CAT
CAT8;0,0043;0,0000;0,0000;0,0043;0,0081;0,0000;0,0000;0,0081;1.498.084;0;0;1.498.084;MARZO;2.024;CATUETE;CANINDEYU;202403;03;CAT
CAT9;0,0149;0,0012;0,0000;0,0161;0,0310;0,0062;0,0000;0,0372;5.224.886;435.407;0;5.660.293;MARZO;2.024;CATUETE;CANINDEYU;202403;03;CAT
CUR1;0,0007;0,0000;0,0009;0,0017;0,0005;0,0000;0,0007;0,0011;256.064;0;326.748;582.811;MARZO;2.024;CURUGUATY;CANINDEYU;202403;03;CUR
CUR2;0,0342;0,0000;0,0324;0,0666;0,0238;0,0000;0,0238;0,0476;12.002.514;0;11.353.729;23.356.243;MARZO;2.024;CURUGUATY;CANINDEYU;202403;03;CUR
CUR3;0,0893;0,0072;0,0609;0,1574;0,1048;0,0131;0,0393;0,1572;31.311.740;2.526.375;21.359.352;55.197.467;MARZO;2.024;CURUGUATY;CANINDEYU;202403;03;CUR
CUR4;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;MARZO;2.024;CURUGUATY;CANINDEYU;202403;03;CUR
CUR5;0,0072;0,0147;0,0822;0,1041;0,0419;0,0140;0,0140;0,0699;2.531.976;5.145.629;28.831.856;36.509.461;MARZO;2.024;CURUGUATY;CANINDEYU;202403;03;CUR
DES10;0,0127;0,0000;0,0000;0,0127;0,0115;0,0000;0,0000;0,0115;4.465.130;0;0;4.465.130;MARZO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202403;03;DES
DES3;0,0020;0,0130;0,0000;0,0150;0,0079;0,0079;0,0000;0,0157;706.863;4.559.380;0;5.266.243;MARZO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202403;03;DES
DES4;0,0000;0,0098;0,0000;0,0098;0,0000;0,0058;0,0000;0,0058;0;3.449.261;0;3.449.261;MARZO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202403;03;DES
DES5;0,0091;0,0143;0,0000;0,0234;0,0184;0,0085;0,0000;0,0269;3.207.996;5.013.066;0;8.221.063;MARZO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202403;03;DES
DES8;0,0330;0,0000;0,0000;0,0330;0,0176;0,0000;0,0000;0,0176;11.589.040;0;0;11.589.040;MARZO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202403;03;DES
DES9;0,0045;0,0000;0,0000;0,0045;0,0302;0,0000;0,0000;0,0302;1.588.219;0;0;1.588.219;MARZO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202403;03;DES
HER1;0,0200;0,0000;0,0000;0,0200;0,0201;0,0000;0,0000;0,0201;7.003.520;0;0;7.003.520;MARZO;2.024;HERNANDARIAS;ALTO PARANÁ;202403;03;HER
HER10;0,0140;0,0000;0,0067;0,0207;0,0138;0,0000;0,0276;0,0414;4.922.938;0;2.340.413;7.263.351;MARZO;2.024;HERNANDARIAS;ALTO PARANÁ;202403;03;HER
HER11;0,0830;0,0000;0,0114;0,0944;0,0943;0,0000;0,0422;0,1365;29.112.901;0;4.010.782;33.123.682;MARZO;2.024;HERNANDARIAS;ALTO PARANÁ;202403;03;HER
HER2;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;MARZO;2.024;HERNANDARIAS;ALTO PARANÁ;202403;03;HER
HER7;0,0007;0,0018;0,0011;0,0037;0,0029;0,0015;0,0059;0,0103;257.796;627.304;395.287;1.280.387;MARZO;2.024;HERNANDARIAS;ALTO PARANÁ;202403;03;HER
HER8;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;MARZO;2.024;HERNANDARIAS;ALTO PARANÁ;202403;03;HER
HER9;0,0022;0,0000;0,0050;0,0072;0,0069;0,0000;0,0216;0,0285;776.255;0;1.737.940;2.514.195;MARZO;2.024;HERNANDARIAS;ALTO PARANÁ;202403;03;HER
IRY1;0,0710;0,0174;0,0000;0,0883;0,0954;0,0171;0,0000;0,1125;24.889.879;6.085.161;0;30.975.040;MARZO;2.024;SAN ALBERTO;ALTO PARANÁ;202403;03;IRY
IRY2;0,0529;0,0011;0,0000;0,0540;0,0099;0,0142;0,0000;0,0241;18.560.553;389.552;0;18.950.105;MARZO;2.024;SAN ALBERTO;ALTO PARANÁ;202403;03;IRY
IRY3;0,0107;0,0000;0,0000;0,0107;0,0336;0,0000;0,0000;0,0336;3.735.859;0;0;3.735.859;MARZO;2.024;SAN ALBERTO;ALTO PARANÁ;202403;03;IRY
IRY4;0,0848;0,0000;0,0000;0,0848;0,0289;0,0000;0,0000;0,0289;29.740.408;0;0;29.740.408;MARZO;2.024;SAN ALBERTO;ALTO PARANÁ;202403;03;IRY
JEP1;0,0135;0,0003;0,0000;0,0138;0,0086;0,0021;0,0000;0,0107;4.741.116;100.341;0;4.841.457;MARZO;2.024;CURUGUATY;CANINDEYU;202403;03;JEP
JEP2;0,0099;0,0000;0,0000;0,0099;0,0057;0,0000;0,0000;0,0057;3.485.711;0;0;3.485.711;MARZO;2.024;CURUGUATY;CANINDEYU;202403;03;JEP
JEP3;0,0301;0,0000;0,0000;0,0301;0,0103;0,0000;0,0000;0,0103;10.553.549;0;0;10.553.549;MARZO;2.024;CURUGUATY;CANINDEYU;202403;03;JEP
JEP4;0,0034;0,0000;0,0000;0,0034;0,0126;0,0000;0,0000;0,0126;1.176.155;0;0;1.176.155;MARZO;2.024;CURUGUATY;CANINDEYU;202403;03;JEP
JLM1;0,0109;0,0000;0,0000;0,0109;0,0159;0,0000;0,0000;0,0159;3.814.088;0;0;3.814.088;MARZO;2.024;JUAN LEON MALLORQUIN;ALTO PARANÁ;202403;03;JLM
JLM2;0,0108;0,0000;0,0000;0,0108;0,0173;0,0000;0,0000;0,0173;3.784.961;0;0;3.784.961;MARZO;2.024;JUAN LEON MALLORQUIN;ALTO PARANÁ;202403;03;JLM
JLM3;0,0268;0,0000;0,0000;0,0268;0,0603;0,0000;0,0000;0,0603;9.403.573;0;0;9.403.573;MARZO;2.024;JUAN LEON MALLORQUIN;ALTO PARANÁ;202403;03;JLM
K152;0,0617;0,0599;0,0000;0,1216;0,1164;0,0133;0,0000;0,1297;21.633.166;21.000.942;0;42.634.109;MARZO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202403;03;K15
K153;0,0319;0,0000;0,0000;0,0319;0,0478;0,0000;0,0000;0,0478;11.178.781;0;0;11.178.781;MARZO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202403;03;K15
K154;0,0201;0,0000;0,0000;0,0201;0,0146;0,0000;0,0000;0,0146;7.042.316;0;0;7.042.316;MARZO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202403;03;K15
K155;0,0444;0,0046;0,0000;0,0490;0,0426;0,0056;0,0000;0,0483;15.577.743;1.611.170;0;17.188.913;MARZO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202403;03;K15
K156;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;MARZO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202403;03;K15
K157;0,0038;0,0000;0,0000;0,0038;0,0135;0,0000;0,0000;0,0135;1.316.753;0;0;1.316.753;MARZO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202403;03;K15
K158;0,0442;0,0000;0,0000;0,0442;0,0190;0,0000;0,0000;0,0190;15.515.469;0;0;15.515.469;MARZO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202403;03;K15
K159;0,0385;0,0000;0,0000;0,0385;0,0285;0,0000;0,0000;0,0285;13.512.542;0;0;13.512.542;MARZO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202403;03;K15
K301;0,0573;0,0017;0,0000;0,0590;0,1267;0,0233;0,0000;0,1500;20.112.681;589.927;0;20.702.607;MARZO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202403;03;K30
K302;0,0306;0,0000;0,0000;0,0306;0,0452;0,0000;0,0000;0,0452;10.722.599;0;0;10.722.599;MARZO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202403;03;K30
K303;0,0196;0,0000;0,0000;0,0196;0,0426;0,0000;0,0000;0,0426;6.871.119;0;0;6.871.119;MARZO;2.024;JUAN LEON MALLORQUIN;ALTO PARANÁ;202403;03;K30
K304;0,0103;0,0000;0,0000;0,0103;0,0061;0,0000;0,0000;0,0061;3.612.681;0;0;3.612.681;MARZO;2.024;JUAN LEON MALLORQUIN;ALTO PARANÁ;202403;03;K30
K305;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;MARZO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202403;03;K30
K306;0,0675;0,0072;0,0000;0,0747;0,0868;0,0148;0,0000;0,1017;23.684.186;2.513.353;0;26.197.539;MARZO;2.024;JUAN LEON MALLORQUIN;ALTO PARANÁ;202403;03;K30
K307;0,0252;0,0000;0,0000;0,0252;0,0092;0,0000;0,0000;0,0092;8.840.629;0;0;8.840.629;MARZO;2.024;JUAN LEON MALLORQUIN;ALTO PARANÁ;202403;03;K30
K308;0,0097;0,0000;0,0000;0,0097;0,0388;0,0000;0,0000;0,0388;3.404.543;0;0;3.404.543;MARZO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202403;03;K30
K309;0,1378;0,0047;0,0000;0,1425;0,1376;0,0140;0,0000;0,1516;48.329.800;1.634.963;0;49.964.763;MARZO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202403;03;K30
MCE1;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;MARZO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202403;03;MCE
MCE2;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;MARZO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202403;03;MCE
MCE3;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;MARZO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202403;03;MCE
MCE4;0,0356;0,0000;0,0000;0,0356;0,0381;0,0000;0,0000;0,0381;12.479.938;0;0;12.479.938;MARZO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202403;03;MCE
MCE5;0,0334;0,0315;0,0000;0,0649;0,0284;0,0025;0,0000;0,0309;11.722.176;11.042.675;0;22.764.851;MARZO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202403;03;MCE
MCE6;0,0207;0,0000;0,0000;0,0207;0,0144;0,0000;0,0000;0,0144;7.247.522;0;0;7.247.522;MARZO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202403;03;MCE
MCE7;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;MARZO;2.024;CIUDAD DEL ESTE;ALTO PARANÁ;202403;03;MCE
MPO1;0,0413;0,0000;0,0160;0,0573;0,0192;0,0000;0,0047;0,0239;14.498.344;0;5.612.446;20.110.790;MARZO;2.024;SAN ALBERTO;ALTO PARANÁ;202403;03;MPO
MPO2;0,0160;0,0000;0,0193;0,0353;0,0165;0,0000;0,0115;0,0279;5.606.121;0;6.778.749;12.384.870;MARZO;2.024;CATUETE;CANINDEYU;202403;03;MPO
MPO3;0,0394;0,0000;0,0031;0,0425;0,0313;0,0000;0,0086;0,0399;13.813.451;0;1.101.975;14.915.426;MARZO;2.024;SAN ALBERTO;ALTO PARANÁ;202403;03;MPO
NAR2;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;MARZO;2.024;SANTA RITA;ALTO PARANÁ;202403;03;NAR
NAR4;0,0486;0,0000;0,0000;0,0486;0,0664;0,0000;0,0000;0,0664;17.056.273;0;0;17.056.273;MARZO;2.024;SANTA RITA;ALTO PARANÁ;202403;03;NAR
NAR5;0,0210;0,0000;0,0000;0,0210;0,0397;0,0000;0,0000;0,0397;7.353.064;0;0;7.353.064;MARZO;2.024;SANTA RITA;ALTO PARANÁ;202403;03;NAR
NAR6;0,0181;0,0000;0,0000;0,0181;0,0473;0,0000;0,0000;0,0473;6.352.582;0;0;6.352.582;MARZO;2.024;SANTA RITA;ALTO PARANÁ;202403;03;NAR
NAR8;0,0083;0,0004;0,0000;0,0086;0,0088;0,0044;0,0000;0,0132;2.901.831;128.400;0;3.030.230;MARZO;2.024;SANTA RITA;ALTO PARANÁ;202403;03;NAR
PBU1;0,0186;0,0000;0,0000;0,0186;0,0079;0,0000;0,0000;0,0079;6.529.292;0;0;6.529.292;MARZO;2.024;SANTA RITA;ALTO PARANÁ;202403;03;PBU
PBU2;0,0116;0,0000;0,0000;0,0116;0,0083;0,0000;0,0000;0,0083;4.054.918;0;0;4.054.918;MARZO;2.024;SANTA RITA;ALTO PARANÁ;202403;03;PBU
PBU3;0,0671;0,0000;0,0000;0,0671;0,0435;0,0000;0,0000;0,0435;23.518.626;0;0;23.518.626;MARZO;2.024;SANTA RITA;ALTO PARANÁ;202403;03;PBU
PBU4;0,0131;0,0000;0,0000;0,0131;0,0094;0,0000;0,0000;0,0094;4.596.248;0;0;4.596.248;MARZO;2.024;SANTA RITA;ALTO PARANÁ;202403;03;PBU
